household_type,income_group,year,market_inc,inc_before_transfers_taxes,inc_after_transfers_taxes
hh_with_children,middle_quintile,2007,14.3,14.6,15.6
hh_with_children,middle_quintile,2008,14.8,15.1,16.2
hh_with_children,middle_quintile,2009,15.2,15.6,16.7
hh_with_children,middle_quintile,2010,14.5,14.9,16.2
hh_with_children,middle_quintile,2011,14.7,15.1,16.3
hh_with_children,middle_quintile,2012,13.8,14.3,15.5
hh_with_children,middle_quintile,2013,14.4,14.9,16.4
hh_with_children,middle_quintile,2014,14.3,14.7,16.3
hh_with_children,middle_quintile,2015,14.0,14.4,15.9
hh_with_children,fourth_quintile,1979,25.5,25.4,24.6
hh_with_children,fourth_quintile,1980,25.3,25.2,24.2
hh_with_children,fourth_quintile,1981,25.5,25.3,24.3
hh_with_children,fourth_quintile,1982,25.7,25.5,24.3
hh_with_children,fourth_quintile,1983,25.1,24.9,23.8
hh_with_children,fourth_quintile,1984,24.4,24.3,23.4
hh_with_children,fourth_quintile,1985,24.8,24.7,23.7
hh_with_children,fourth_quintile,1986,23.7,23.6,22.6
hh_with_children,fourth_quintile,1987,24.8,24.7,23.9
hh_with_children,fourth_quintile,1988,24.3,24.2,23.4
hh_with_children,fourth_quintile,1989,24.1,24.0,23.2
hh_with_children,fourth_quintile,1990,24.0,23.9,22.9
hh_with_children,fourth_quintile,1991,23.8,23.7,22.7
hh_with_children,fourth_quintile,1992,23.7,23.6,22.7
hh_with_children,fourth_quintile,1993,23.6,23.4,22.6
hh_with_children,fourth_quintile,1994,23.5,23.3,22.5
hh_with_children,fourth_quintile,1995,22.5,22.5,21.8
hh_with_children,fourth_quintile,1996,22.4,22.4,21.7
hh_with_children,fourth_quintile,1997,21.8,21.7,21.3
hh_with_children,fourth_quintile,1998,21.3,21.3,20.9
hh_with_children,fourth_quintile,1999,20.9,20.9,20.7
hh_with_children,fourth_quintile,2000,20.1,20.1,20.0
hh_with_children,fourth_quintile,2001,21.0,21.0,20.7
hh_with_children,fourth_quintile,2002,21.3,21.3,21.0
hh_with_children,fourth_quintile,2003,21.2,21.3,21.0
hh_with_children,fourth_quintile,2004,20.6,20.6,20.4
hh_with_children,fourth_quintile,2005,20.3,20.3,20.1
hh_with_children,fourth_quintile,2006,19.2,19.3,19.2
hh_with_children,fourth_quintile,2007,18.9,19.0,18.9
hh_with_children,fourth_quintile,2008,20.1,20.2,19.9
hh_with_children,fourth_quintile,2009,21.2,21.3,20.9
hh_with_children,fourth_quintile,2010,19.7,19.8,19.5
hh_with_children,fourth_quintile,2011,20.1,20.2,19.8
hh_with_children,fourth_quintile,2012,19.4,19.5,19.2
hh_with_children,fourth_quintile,2013,19.9,20.0,19.7
hh_with_children,fourth_quintile,2014,19.5,19.7,19.5
hh_with_children,fourth_quintile,2015,19.2,19.4,19.2
hh_with_children,highest_quintile,1979,34.7,34.2,31.5
hh_with_children,highest_quintile,1980,34.6,34.0,31.3
hh_with_children,highest_quintile,1981,34.0,33.5,31.1
hh_with_children,highest_quintile,1982,34.1,33.4,31.3
hh_with_children,highest_quintile,1983,36.5,35.8,33.5
hh_with_children,highest_quintile,1984,37.5,36.9,34.9
hh_with_children,highest_quintile,1985,37.1,36.5,34.4
hh_with_children,highest_quintile,1986,40.2,39.5,37.4
hh_with_children,highest_quintile,1987,39.3,38.7,35.7
hh_with_children,highest_quintile,1988,39.9,39.3,36.5
hh_with_children,highest_quintile,1989,40.3,39.7,36.9
hh_with_children,highest_quintile,1990,38.5,37.9,35.0
hh_with_children,highest_quintile,1991,39.1,38.4,35.1
hh_with_children,highest_quintile,1992,40.0,39.3,35.6
hh_with_children,highest_quintile,1993,40.6,39.9,35.7
hh_with_children,highest_quintile,1994,40.9,40.3,35.9
hh_with_children,highest_quintile,1995,42.4,41.7,37.1
hh_with_children,highest_quintile,1996,42.1,41.4,36.8
hh_with_children,highest_quintile,1997,43.2,42.6,38.1
hh_with_children,highest_quintile,1998,44.6,44.0,39.3
hh_with_children,highest_quintile,1999,46.2,45.6,40.8
hh_with_children,highest_quintile,2000,48.5,47.9,42.9
hh_with_children,highest_quintile,2001,46.3,45.6,40.5
hh_with_children,highest_quintile,2002,45.8,45.0,39.9
hh_with_children,highest_quintile,2003,46.7,45.9,40.6
hh_with_children,highest_quintile,2004,48.3,47.6,42.2
hh_with_children,highest_quintile,2005,49.4,48.6,43.1
hh_with_children,highest_quintile,2006,51.3,50.6,45.0
hh_with_children,highest_quintile,2007,51.4,50.6,45.2
hh_with_children,highest_quintile,2008,50.2,49.3,43.3
hh_with_children,highest_quintile,2009,48.1,46.9,40.6
hh_with_children,highest_quintile,2010,50.9,49.6,42.9
hh_with_children,highest_quintile,2011,50.5,49.4,42.8
hh_with_children,highest_quintile,2012,52.4,51.2,44.5
hh_with_children,highest_quintile,2013,51.2,50.2,43.0
hh_with_children,highest_quintile,2014,51.8,50.9,43.2
hh_with_children,highest_quintile,2015,52.5,51.7,43.8
hh_with_children,percentiles_81_90,1979,13.4,13.2,12.6
hh_with_children,percentiles_81_90,1980,13.4,13.2,12.5
hh_with_children,percentiles_81_90,1981,13.3,13.1,12.3
hh_with_children,percentiles_81_90,1982,13.2,13.0,12.3
hh_with_children,percentiles_81_90,1983,13.5,13.4,12.6
hh_with_children,percentiles_81_90,1984,13.3,13.2,12.6
hh_with_children,percentiles_81_90,1985,13.2,13.1,12.4
hh_with_children,percentiles_81_90,1986,12.7,12.6,12.0
hh_with_children,percentiles_81_90,1987,13.5,13.4,12.7
hh_with_children,percentiles_81_90,1988,13.4,13.3,12.6
hh_with_children,percentiles_81_90,1989,12.9,12.8,12.2
hh_with_children,percentiles_81_90,1990,13.3,13.1,12.4
hh_with_children,percentiles_81_90,1991,13.6,13.5,12.6
hh_with_children,percentiles_81_90,1992,13.5,13.4,12.5
hh_with_children,percentiles_81_90,1993,13.6,13.4,12.6
hh_with_children,percentiles_81_90,1994,13.5,13.4,12.6
hh_with_children,percentiles_81_90,1995,13.4,13.3,12.6
hh_with_children,percentiles_81_90,1996,12.8,12.7,12.0
hh_with_children,percentiles_81_90,1997,12.4,12.4,11.7
hh_with_children,percentiles_81_90,1998,12.7,12.6,11.9
hh_with_children,percentiles_81_90,1999,12.7,12.6,12.0
hh_with_children,percentiles_81_90,2000,12.7,12.6,12.0
hh_with_children,percentiles_81_90,2001,13.4,13.3,12.6
hh_with_children,percentiles_81_90,2002,13.6,13.4,12.7
hh_with_children,percentiles_81_90,2003,13.4,13.3,12.5
hh_with_children,percentiles_81_90,2004,13.2,13.1,12.4
hh_with_children,percentiles_81_90,2005,12.8,12.7,12.1
hh_with_children,percentiles_81_90,2006,12.6,12.5,11.9
hh_with_children,percentiles_81_90,2007,12.0,12.0,11.4
hh_with_children,percentiles_81_90,2008,12.9,12.8,12.0
hh_with_children,percentiles_81_90,2009,13.8,13.6,12.5
hh_with_children,percentiles_81_90,2010,13.4,13.2,12.2
hh_with_children,percentiles_81_90,2011,13.6,13.4,12.5
hh_with_children,percentiles_81_90,2012,12.7,12.6,11.7
hh_with_children,percentiles_81_90,2013,13.1,13.0,12.0
hh_with_children,percentiles_81_90,2014,12.7,12.6,11.7
hh_with_children,percentiles_81_90,2015,12.2,12.2,11.3
hh_with_children,percentiles_91_95,1979,7.0,7.0,6.5
hh_with_children,percentiles_91_95,1980,6.9,6.8,6.4
hh_with_children,percentiles_91_95,1981,6.8,6.7,6.3
hh_with_children,percentiles_91_95,1982,6.8,6.6,6.3
hh_with_children,percentiles_91_95,1983,6.8,6.6,6.3
hh_with_children,percentiles_91_95,1984,7.2,7.1,6.8
hh_with_children,percentiles_91_95,1985,7.4,7.3,7.0
hh_with_children,percentiles_91_95,1986,7.1,7.0,6.7
hh_with_children,percentiles_91_95,1987,7.3,7.2,6.8
hh_with_children,percentiles_91_95,1988,7.1,7.0,6.6
hh_with_children,percentiles_91_95,1989,7.6,7.5,7.1
hh_with_children,percentiles_91_95,1990,7.2,7.1,6.6
hh_with_children,percentiles_91_95,1991,7.6,7.5,6.9
hh_with_children,percentiles_91_95,1992,7.7,7.6,7.0
hh_with_children,percentiles_91_95,1993,7.6,7.5,7.0
hh_with_children,percentiles_91_95,1994,8.1,8.0,7.4
hh_with_children,percentiles_91_95,1995,7.7,7.6,7.1
hh_with_children,percentiles_91_95,1996,7.7,7.6,7.0
hh_with_children,percentiles_91_95,1997,8.0,7.9,7.4
hh_with_children,percentiles_91_95,1998,7.7,7.6,7.1
hh_with_children,percentiles_91_95,1999,7.8,7.7,7.2
hh_with_children,percentiles_91_95,2000,8.0,7.9,7.4
hh_with_children,percentiles_91_95,2001,8.0,7.9,7.2
hh_with_children,percentiles_91_95,2002,8.5,8.4,7.7
hh_with_children,percentiles_91_95,2003,8.6,8.4,7.8
hh_with_children,percentiles_91_95,2004,8.4,8.3,7.6
hh_with_children,percentiles_91_95,2005,8.2,8.0,7.4
hh_with_children,percentiles_91_95,2006,8.1,8.0,7.4
hh_with_children,percentiles_91_95,2007,7.7,7.6,7.0
hh_with_children,percentiles_91_95,2008,8.4,8.3,7.5
hh_with_children,percentiles_91_95,2009,8.6,8.4,7.5
hh_with_children,percentiles_91_95,2010,8.5,8.3,7.5
hh_with_children,percentiles_91_95,2011,8.7,8.5,7.7
hh_with_children,percentiles_91_95,2012,8.2,8.1,7.3
hh_with_children,percentiles_91_95,2013,8.8,8.7,7.8
hh_with_children,percentiles_91_95,2014,8.5,8.3,7.4
hh_with_children,percentiles_91_95,2015,8.6,8.5,7.6
hh_with_children,percentiles_96_99,1979,8.4,8.2,7.5
hh_with_children,percentiles_96_99,1980,8.1,8.0,7.2
hh_with_children,percentiles_96_99,1981,7.5,7.4,6.8
hh_with_children,percentiles_96_99,1982,7.8,7.6,7.1
hh_with_children,percentiles_96_99,1983,8.3,8.1,7.6
hh_with_children,percentiles_96_99,1984,8.5,8.4,7.9
hh_with_children,percentiles_96_99,1985,8.5,8.3,7.9
hh_with_children,percentiles_96_99,1986,9.1,8.9,8.5
hh_with_children,percentiles_96_99,1987,9.3,9.1,8.5
hh_with_children,percentiles_96_99,1988,9.3,9.1,8.5
hh_with_children,percentiles_96_99,1989,9.4,9.2,8.6
hh_with_children,percentiles_96_99,1990,9.6,9.4,8.7
hh_with_children,percentiles_96_99,1991,9.1,8.9,8.1
hh_with_children,percentiles_96_99,1992,9.5,9.3,8.4
hh_with_children,percentiles_96_99,1993,10.0,9.7,8.7
hh_with_children,percentiles_96_99,1994,9.8,9.6,8.6
hh_with_children,percentiles_96_99,1995,10.3,10.1,9.1
hh_with_children,percentiles_96_99,1996,10.2,10.0,8.9
hh_with_children,percentiles_96_99,1997,10.7,10.5,9.3
hh_with_children,percentiles_96_99,1998,10.8,10.6,9.4
hh_with_children,percentiles_96_99,1999,10.7,10.5,9.3
hh_with_children,percentiles_96_99,2000,10.9,10.7,9.5
hh_with_children,percentiles_96_99,2001,10.7,10.5,9.3
hh_with_children,percentiles_96_99,2002,10.8,10.6,9.3
hh_with_children,percentiles_96_99,2003,10.9,10.6,9.3
hh_with_children,percentiles_96_99,2004,11.3,11.0,9.7
hh_with_children,percentiles_96_99,2005,11.9,11.7,10.2
hh_with_children,percentiles_96_99,2006,11.2,11.0,9.7
hh_with_children,percentiles_96_99,2007,11.1,10.9,9.6
hh_with_children,percentiles_96_99,2008,11.4,11.2,9.6
hh_with_children,percentiles_96_99,2009,11.4,11.1,9.4
hh_with_children,percentiles_96_99,2010,11.3,11.0,9.3
hh_with_children,percentiles_96_99,2011,11.9,11.6,9.9
hh_with_children,percentiles_96_99,2012,12.1,11.8,10.1
hh_with_children,percentiles_96_99,2013,12.0,11.8,10.1
hh_with_children,percentiles_96_99,2014,12.1,11.8,10.0
hh_with_children,percentiles_96_99,2015,12.4,12.2,10.3
hh_with_children,top_1_percent,1979,5.9,5.8,4.9
hh_with_children,top_1_percent,1980,6.1,6.0,5.2
hh_with_children,top_1_percent,1981,6.4,6.3,5.7
hh_with_children,top_1_percent,1982,6.3,6.1,5.7
hh_with_children,top_1_percent,1983,7.9,7.7,6.9
hh_with_children,top_1_percent,1984,8.4,8.3,7.6
hh_with_children,top_1_percent,1985,7.9,7.7,7.2
hh_with_children,top_1_percent,1986,11.3,11.0,10.3
hh_with_children,top_1_percent,1987,9.2,9.0,7.8
hh_with_children,top_1_percent,1988,10.1,9.8,8.8
hh_with_children,top_1_percent,1989,10.4,10.2,9.1
hh_with_children,top_1_percent,1990,8.5,8.3,7.4
hh_with_children,top_1_percent,1991,8.8,8.5,7.4
hh_with_children,top_1_percent,1992,9.2,9.0,7.7
hh_with_children,top_1_percent,1993,9.4,9.2,7.4
hh_with_children,top_1_percent,1994,9.5,9.2,7.3
hh_with_children,top_1_percent,1995,10.9,10.6,8.4
hh_with_children,top_1_percent,1996,11.4,11.1,8.9
hh_with_children,top_1_percent,1997,12.1,11.8,9.7
hh_with_children,top_1_percent,1998,13.5,13.2,10.9
hh_with_children,top_1_percent,1999,15.0,14.7,12.2
hh_with_children,top_1_percent,2000,17.0,16.7,14.0
hh_with_children,top_1_percent,2001,14.1,13.8,11.4
hh_with_children,top_1_percent,2002,12.9,12.6,10.2
hh_with_children,top_1_percent,2003,13.9,13.5,11.1
hh_with_children,top_1_percent,2004,15.5,15.1,12.5
hh_with_children,top_1_percent,2005,16.5,16.2,13.4
hh_with_children,top_1_percent,2006,19.5,19.1,16.0
hh_with_children,top_1_percent,2007,20.5,20.1,17.2
hh_with_children,top_1_percent,2008,17.4,17.0,14.2
hh_with_children,top_1_percent,2009,14.4,13.9,11.2
hh_with_children,top_1_percent,2010,17.7,17.1,13.9
hh_with_children,top_1_percent,2011,16.3,15.8,12.8
hh_with_children,top_1_percent,2012,19.4,18.8,15.5
hh_with_children,top_1_percent,2013,17.3,16.8,13.1
hh_with_children,top_1_percent,2014,18.6,18.1,14.1
hh_with_children,top_1_percent,2015,19.3,18.8,14.6
elderly_headed_hh,all_quintiles,1979,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,1980,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,1981,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,1982,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,1983,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,1984,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,1985,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,1986,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,1987,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,1988,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,1989,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,1990,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,1991,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,1992,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,1993,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,1994,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,1995,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,1996,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,1997,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,1998,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,1999,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,2000,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,2001,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,2002,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,2003,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,2004,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,2005,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,2006,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,2007,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,2008,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,2009,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,2010,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,2011,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,2012,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,2013,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,2014,100.0,100.0,100.0
elderly_headed_hh,all_quintiles,2015,100.0,100.0,100.0
elderly_headed_hh,lowest_quintile,1979,2.2,9.0,11.4
elderly_headed_hh,lowest_quintile,1980,1.6,7.7,9.9
elderly_headed_hh,lowest_quintile,1981,1.1,6.0,7.7
elderly_headed_hh,lowest_quintile,1982,0.7,4.4,5.4
elderly_headed_hh,lowest_quintile,1983,0.6,3.2,4.0
elderly_headed_hh,lowest_quintile,1984,0.6,3.5,4.4
elderly_headed_hh,lowest_quintile,1985,0.5,3.2,4.0
elderly_headed_hh,lowest_quintile,1986,0.4,2.8,3.5
elderly_headed_hh,lowest_quintile,1987,0.6,3.1,3.8
elderly_headed_hh,lowest_quintile,1988,0.6,3.2,3.9
elderly_headed_hh,lowest_quintile,1989,0.6,3.3,4.1
elderly_headed_hh,lowest_quintile,1990,0.7,3.5,4.2
elderly_headed_hh,lowest_quintile,1991,0.7,3.3,3.9
elderly_headed_hh,lowest_quintile,1992,0.5,3.0,3.6
elderly_headed_hh,lowest_quintile,1993,0.5,2.9,3.4
elderly_headed_hh,lowest_quintile,1994,0.5,3.1,3.8
elderly_headed_hh,lowest_quintile,1995,0.6,3.1,3.8
elderly_headed_hh,lowest_quintile,1996,0.4,2.5,3.1
elderly_headed_hh,lowest_quintile,1997,0.4,2.6,3.2
elderly_headed_hh,lowest_quintile,1998,0.5,2.6,3.3
elderly_headed_hh,lowest_quintile,1999,0.5,3.1,3.8
elderly_headed_hh,lowest_quintile,2000,0.6,3.1,3.8
elderly_headed_hh,lowest_quintile,2001,0.5,3.4,4.0
elderly_headed_hh,lowest_quintile,2002,0.5,3.4,4.0
elderly_headed_hh,lowest_quintile,2003,0.6,3.6,4.1
elderly_headed_hh,lowest_quintile,2004,0.5,3.5,4.1
elderly_headed_hh,lowest_quintile,2005,0.4,3.2,3.9
elderly_headed_hh,lowest_quintile,2006,0.4,2.4,2.9
elderly_headed_hh,lowest_quintile,2007,0.4,2.6,3.1
elderly_headed_hh,lowest_quintile,2008,0.5,3.1,3.7
elderly_headed_hh,lowest_quintile,2009,0.5,2.8,3.3
elderly_headed_hh,lowest_quintile,2010,0.4,2.5,3.0
elderly_headed_hh,lowest_quintile,2011,0.5,2.9,3.4
elderly_headed_hh,lowest_quintile,2012,0.4,2.3,2.9
elderly_headed_hh,lowest_quintile,2013,0.5,2.7,3.4
elderly_headed_hh,lowest_quintile,2014,0.5,2.8,3.6
elderly_headed_hh,lowest_quintile,2015,0.6,3.3,4.2
elderly_headed_hh,second_quintile,1979,5.7,11.8,14.1
elderly_headed_hh,second_quintile,1980,4.8,11.7,14.1
elderly_headed_hh,second_quintile,1981,3.9,10.8,13.2
elderly_headed_hh,second_quintile,1982,3.2,10.3,12.3
elderly_headed_hh,second_quintile,1983,2.8,9.8,11.8
elderly_headed_hh,second_quintile,1984,3.1,9.7,11.7
elderly_headed_hh,second_quintile,1985,2.6,9.2,11.3
elderly_headed_hh,second_quintile,1986,2.6,8.9,10.9
elderly_headed_hh,second_quintile,1987,3.3,10.7,13.1
elderly_headed_hh,second_quintile,1988,3.7,10.8,13.3
elderly_headed_hh,second_quintile,1989,3.7,10.5,12.8
elderly_headed_hh,second_quintile,1990,3.4,10.0,12.1
elderly_headed_hh,second_quintile,1991,3.2,10.0,12.1
elderly_headed_hh,second_quintile,1992,3.0,9.7,11.8
elderly_headed_hh,second_quintile,1993,3.0,9.9,12.0
elderly_headed_hh,second_quintile,1994,2.8,10.2,12.4
elderly_headed_hh,second_quintile,1995,2.7,9.7,11.9
elderly_headed_hh,second_quintile,1996,2.3,8.4,10.4
elderly_headed_hh,second_quintile,1997,2.0,7.7,9.5
elderly_headed_hh,second_quintile,1998,2.2,7.6,9.4
elderly_headed_hh,second_quintile,1999,2.6,7.6,9.6
elderly_headed_hh,second_quintile,2000,3.0,7.5,9.3
elderly_headed_hh,second_quintile,2001,2.8,8.4,10.3
elderly_headed_hh,second_quintile,2002,3.0,8.8,10.5
elderly_headed_hh,second_quintile,2003,2.8,8.9,10.7
elderly_headed_hh,second_quintile,2004,2.7,8.2,9.9
elderly_headed_hh,second_quintile,2005,2.4,7.6,9.4
elderly_headed_hh,second_quintile,2006,2.1,7.3,8.9
elderly_headed_hh,second_quintile,2007,2.3,6.6,8.1
elderly_headed_hh,second_quintile,2008,2.5,7.5,9.1
elderly_headed_hh,second_quintile,2009,2.6,7.9,9.3
elderly_headed_hh,second_quintile,2010,2.4,7.2,8.6
elderly_headed_hh,second_quintile,2011,2.3,7.3,8.8
elderly_headed_hh,second_quintile,2012,2.1,6.9,8.4
elderly_headed_hh,second_quintile,2013,2.2,6.8,8.3
elderly_headed_hh,second_quintile,2014,2.3,6.9,8.7
elderly_headed_hh,second_quintile,2015,2.4,7.0,8.8
elderly_headed_hh,middle_quintile,1979,10.5,12.7,14.0
elderly_headed_hh,middle_quintile,1980,9.2,11.7,12.8
elderly_headed_hh,middle_quintile,1981,8.3,11.2,12.3
elderly_headed_hh,middle_quintile,1982,8.0,11.5,12.7
elderly_headed_hh,middle_quintile,1983,8.1,12.4,13.6
elderly_headed_hh,middle_quintile,1984,8.5,12.0,13.2
elderly_headed_hh,middle_quintile,1985,8.1,11.7,12.9
elderly_headed_hh,middle_quintile,1986,8.5,12.3,13.6
elderly_headed_hh,middle_quintile,1987,10.6,14.8,16.3
elderly_headed_hh,middle_quintile,1988,9.9,13.5,14.8
elderly_headed_hh,middle_quintile,1989,9.7,13.3,14.6
elderly_headed_hh,middle_quintile,1990,10.0,13.7,15.2
elderly_headed_hh,middle_quintile,1991,10.2,14.4,15.7
elderly_headed_hh,middle_quintile,1992,9.4,14.3,16.1
elderly_headed_hh,middle_quintile,1993,9.3,14.2,16.1
elderly_headed_hh,middle_quintile,1994,9.5,14.3,16.2
elderly_headed_hh,middle_quintile,1995,9.1,13.6,15.4
elderly_headed_hh,middle_quintile,1996,7.7,12.4,14.3
elderly_headed_hh,middle_quintile,1997,7.3,11.7,13.5
elderly_headed_hh,middle_quintile,1998,8.0,12.5,14.3
elderly_headed_hh,middle_quintile,1999,8.7,12.8,14.6
elderly_headed_hh,middle_quintile,2000,9.3,13.2,15.0
elderly_headed_hh,middle_quintile,2001,9.5,13.5,15.3
elderly_headed_hh,middle_quintile,2002,9.4,14.0,15.8
elderly_headed_hh,middle_quintile,2003,9.4,14.3,16.3
elderly_headed_hh,middle_quintile,2004,8.7,13.4,15.4
elderly_headed_hh,middle_quintile,2005,7.7,12.1,14.0
elderly_headed_hh,middle_quintile,2006,7.5,12.2,14.1
elderly_headed_hh,middle_quintile,2007,6.9,10.7,12.2
elderly_headed_hh,middle_quintile,2008,8.0,12.6,14.3
elderly_headed_hh,middle_quintile,2009,8.6,13.6,15.4
elderly_headed_hh,middle_quintile,2010,8.1,13.2,15.1
elderly_headed_hh,middle_quintile,2011,8.0,13.1,15.0
elderly_headed_hh,middle_quintile,2012,7.1,12.1,14.0
elderly_headed_hh,middle_quintile,2013,7.4,11.9,13.8
elderly_headed_hh,middle_quintile,2014,6.9,11.1,12.9
elderly_headed_hh,middle_quintile,2015,7.5,11.6,13.4
elderly_headed_hh,fourth_quintile,1979,15.6,15.6,16.2
elderly_headed_hh,fourth_quintile,1980,16.3,16.6,17.3
elderly_headed_hh,fourth_quintile,1981,16.7,17.6,18.3
elderly_headed_hh,fourth_quintile,1982,17.2,18.6,19.4
elderly_headed_hh,fourth_quintile,1983,17.6,19.4,20.1
elderly_headed_hh,fourth_quintile,1984,18.8,20.1,20.9
elderly_headed_hh,fourth_quintile,1985,17.6,19.4,20.2
elderly_headed_hh,fourth_quintile,1986,16.7,18.9,19.7
elderly_headed_hh,fourth_quintile,1987,19.9,21.0,21.7
elderly_headed_hh,fourth_quintile,1988,18.6,20.2,21.0
elderly_headed_hh,fourth_quintile,1989,19.2,20.5,21.2
elderly_headed_hh,fourth_quintile,1990,18.9,20.4,21.1
elderly_headed_hh,fourth_quintile,1991,20.9,22.5,23.2
elderly_headed_hh,fourth_quintile,1992,19.7,21.5,22.3
elderly_headed_hh,fourth_quintile,1993,19.7,21.9,22.9
elderly_headed_hh,fourth_quintile,1994,20.2,21.8,22.8
elderly_headed_hh,fourth_quintile,1995,19.8,21.7,22.9
elderly_headed_hh,fourth_quintile,1996,18.2,20.9,22.4
elderly_headed_hh,fourth_quintile,1997,18.1,21.0,22.5
elderly_headed_hh,fourth_quintile,1998,17.8,20.3,21.6
elderly_headed_hh,fourth_quintile,1999,17.7,20.0,21.2
elderly_headed_hh,fourth_quintile,2000,18.0,20.4,21.6
elderly_headed_hh,fourth_quintile,2001,20.0,22.0,23.1
elderly_headed_hh,fourth_quintile,2002,20.5,22.9,24.2
elderly_headed_hh,fourth_quintile,2003,19.6,21.8,23.0
elderly_headed_hh,fourth_quintile,2004,18.1,20.7,22.0
elderly_headed_hh,fourth_quintile,2005,16.9,19.7,21.0
elderly_headed_hh,fourth_quintile,2006,16.7,19.9,21.3
elderly_headed_hh,fourth_quintile,2007,15.8,19.2,20.6
elderly_headed_hh,fourth_quintile,2008,18.9,21.6,22.9
elderly_headed_hh,fourth_quintile,2009,19.9,22.8,24.1
elderly_headed_hh,fourth_quintile,2010,18.8,22.3,23.7
elderly_headed_hh,fourth_quintile,2011,19.1,22.3,23.7
elderly_headed_hh,fourth_quintile,2012,17.0,20.9,22.4
elderly_headed_hh,fourth_quintile,2013,18.3,21.7,23.3
elderly_headed_hh,fourth_quintile,2014,17.0,20.3,21.9
elderly_headed_hh,fourth_quintile,2015,16.8,20.0,21.6
elderly_headed_hh,highest_quintile,1979,66.3,51.0,44.5
elderly_headed_hh,highest_quintile,1980,68.3,52.4,46.1
elderly_headed_hh,highest_quintile,1981,70.3,54.5,48.7
elderly_headed_hh,highest_quintile,1982,71.2,55.4,50.4
elderly_headed_hh,highest_quintile,1983,71.3,55.4,50.7
elderly_headed_hh,highest_quintile,1984,69.7,55.1,50.2
elderly_headed_hh,highest_quintile,1985,71.6,56.8,51.9
elderly_headed_hh,highest_quintile,1986,72.3,57.4,52.8
elderly_headed_hh,highest_quintile,1987,66.3,50.8,45.6
elderly_headed_hh,highest_quintile,1988,68.1,52.9,47.7
elderly_headed_hh,highest_quintile,1989,67.7,52.9,47.9
elderly_headed_hh,highest_quintile,1990,67.8,52.9,48.0
elderly_headed_hh,highest_quintile,1991,66.2,50.5,45.8
elderly_headed_hh,highest_quintile,1992,68.7,52.2,47.2
elderly_headed_hh,highest_quintile,1993,68.8,51.7,46.5
elderly_headed_hh,highest_quintile,1994,68.5,51.3,45.8
elderly_headed_hh,highest_quintile,1995,69.3,52.7,47.1
elderly_headed_hh,highest_quintile,1996,73.1,56.8,51.1
elderly_headed_hh,highest_quintile,1997,73.7,58.0,52.4
elderly_headed_hh,highest_quintile,1998,73.1,58.0,52.6
elderly_headed_hh,highest_quintile,1999,71.9,57.3,51.8
elderly_headed_hh,highest_quintile,2000,70.5,56.6,51.3
elderly_headed_hh,highest_quintile,2001,68.9,53.6,48.4
elderly_headed_hh,highest_quintile,2002,68.6,52.0,46.8
elderly_headed_hh,highest_quintile,2003,69.6,52.5,47.2
elderly_headed_hh,highest_quintile,2004,72.0,55.4,49.9
elderly_headed_hh,highest_quintile,2005,74.0,58.1,52.7
elderly_headed_hh,highest_quintile,2006,74.8,59.1,53.9
elderly_headed_hh,highest_quintile,2007,76.0,61.8,57.1
elderly_headed_hh,highest_quintile,2008,72.5,56.6,51.6
elderly_headed_hh,highest_quintile,2009,72.8,55.3,50.7
elderly_headed_hh,highest_quintile,2010,73.6,56.6,51.8
