household_type,income_group,year,inc_before_transfers_taxes,market_inc,wages,employee_contrib_deferred_comp,employer_contrib_health_ins,employer_share_payroll_taxes,federal_unemployment_tax,corp_tax_borne_by_labor,business_inc,capital_gains,tax_exempt_interest,taxable_interest,positive_rental_inc,dividends,corp_tax_borne_by_capital,other_market_inc,social_insurance_benefits,social_security,medicare,unemployment_insurance,workers_compensation
all_households,top_1_percent,1994,1042800,1034400,386100,3000,9200,10800,100,4000,195600,157400,39800,52100,21500,48800,75500,30600,8300,6100,2000,100,200
all_households,top_1_percent,1995,1158900,1150000,430300,3200,10600,12100,100,4800,206500,185700,40200,62600,20900,56000,83900,33200,8900,6100,2100,100,500
all_households,top_1_percent,1996,1278800,1269700,449600,3400,9900,12400,100,5200,213300,267400,39700,62900,21300,58200,89500,36900,9000,6500,2400,100,0
all_households,top_1_percent,1997,1480700,1471600,500200,3300,8700,13400,100,5700,236100,370300,39100,66000,23300,65700,97800,41800,9100,6400,2600,0,100
all_households,top_1_percent,1998,1674200,1664300,554000,3500,9000,14300,100,5800,253400,476000,41700,69600,22300,66400,99600,48800,9800,7200,2500,100,0
all_households,top_1_percent,1999,1832000,1822800,615300,4100,8700,15800,100,6300,267500,546200,42200,69200,22900,71100,101200,52300,9100,6600,2200,100,300
all_households,top_1_percent,2000,2018100,2008600,694500,4300,9400,17200,100,6800,266100,631700,42800,78000,22900,77800,102400,54400,9500,7100,2300,100,0
all_households,top_1_percent,2001,1608000,1599000,623300,4300,10000,16500,100,4300,279700,341500,40800,73100,25000,61400,72500,46600,9000,6500,2200,100,200
all_households,top_1_percent,2002,1425500,1416300,558900,7800,10300,15400,100,3500,295900,247400,38900,54100,23200,50600,66000,44100,9300,6700,2300,200,0
all_households,top_1_percent,2003,1513300,1503900,547900,11900,10900,15200,100,4700,300000,300200,37400,49700,24500,62600,96500,42200,9400,6600,2500,200,100
all_households,top_1_percent,2004,1806900,1797000,583100,11300,10800,15400,100,6200,341700,456800,35300,53500,24900,84400,128300,45100,10000,7100,2700,100,0
all_households,top_1_percent,2005,2181300,2170400,613800,11000,11100,15700,100,8500,420000,624100,40800,75600,29100,95600,174700,50400,10900,7600,3000,100,100
all_households,top_1_percent,2006,2360300,2348800,629800,11300,10600,15900,100,9400,430800,702900,49800,101500,28000,113500,191500,53800,11500,7900,3500,100,0
all_households,top_1_percent,2007,2485400,2473900,676800,11700,10400,16800,100,8500,409400,789600,54100,116500,27000,131400,163900,57800,11500,7900,3400,100,0
all_households,top_1_percent,2008,2029300,2018700,665900,12400,10700,17000,100,5100,416600,441700,49800,87100,34000,118400,103200,57000,10700,7200,3100,200,100
all_households,top_1_percent,2009,1588400,1577700,586800,13800,11200,16600,100,3600,394400,215900,42800,60300,25500,83400,74900,48500,10700,7000,3300,400,0
all_households,top_1_percent,2010,1824200,1813300,620000,13800,10200,16800,100,5300,394500,340100,43100,58600,27100,101000,114600,68300,11000,7400,3200,300,100
all_households,top_1_percent,2011,1817000,1806000,630200,13900,10200,16900,100,5300,400300,331600,40500,51000,29000,94200,111600,71200,11000,7600,3100,300,0
all_households,top_1_percent,2012,2249300,2236800,671600,13200,9300,17300,100,6600,466300,551100,38500,53400,32200,150600,143700,83100,12600,8500,3700,200,100
all_households,top_1_percent,2013,1897800,1885900,633900,14100,9300,17200,100,6600,431000,364700,35700,46800,32700,100900,130900,62100,11900,8200,3500,100,0
all_households,top_1_percent,2014,2136000,2123900,668000,13900,8900,17000,100,7500,452300,510200,31500,44400,36900,120900,148700,63700,12000,8500,3400,100,0
all_households,top_1_percent,2015,2226200,2213200,705300,15100,8800,18400,100,7300,486500,528700,30800,45100,29500,125500,146400,65700,13000,8900,3900,100,0
all_households,top_1_percent,2016,2122100,2109500,685400,15300,9600,18300,100,6700,489600,463900,29200,45100,26400,117900,137500,64600,12600,8700,3800,100,0
all_households,top_1_percent,2017,2284200,2270700,715000,15000,9000,19100,100,5200,520600,586600,28300,49900,28700,125700,101200,66400,13500,9100,4300,100,0
all_households,top_1_percent,2018,2289800,2275600,704100,15200,8600,18800,100,4800,493200,605200,28100,57800,31700,142400,95000,70600,14200,9700,4500,100,0
all_households,top_1_percent,2019,2250200,2235600,710500,15800,8800,19400,100,4400,485600,559900,28900,63400,31500,139900,89200,78200,14600,9800,4700,100,0
all_households,top_1_percent,2020,2558100,2544100,782600,16800,8800,20900,100,5000,553400,746400,26100,51300,30700,141900,93400,66700,14000,8600,4800,500,100
all_households,top_1_percent,2021,3343300,3327000,843000,14700,8300,21100,100,6200,673400,1286100,24000,45100,31900,165000,115700,92500,16300,10200,5800,200,100
all_households,top_1_percent,2022,2717200,2701500,740100,15100,7900,19600,100,6600,663900,752700,20500,54500,40700,155500,140800,83400,15700,9900,5700,100,0
hh_with_children,all_quintiles,1979,87600,85600,65300,0,3000,3200,200,900,4400,2500,100,1600,400,700,1300,2000,2000,1200,200,400,200
hh_with_children,all_quintiles,1980,83900,81600,63100,0,2500,3200,200,700,3500,2300,100,1900,400,800,1000,1900,2300,1200,200,700,200
hh_with_children,all_quintiles,1981,83500,81300,63200,0,2600,3500,200,500,2800,2300,200,2200,400,800,800,1900,2200,1300,200,600,200
hh_with_children,all_quintiles,1982,81800,79200,62100,0,2800,3500,200,300,2400,2200,200,2200,400,800,500,1600,2600,1200,300,900,200
hh_with_children,all_quintiles,1983,82500,80100,61500,0,3000,3500,200,400,2800,3100,200,2100,400,700,700,1500,2400,1200,200,800,200
hh_with_children,all_quintiles,1984,88800,86700,65600,400,3000,3800,200,500,3800,3200,300,2300,500,700,800,1700,2100,1100,300,500,200
hh_with_children,all_quintiles,1985,88100,86000,65200,500,3100,3900,200,500,3400,3600,300,2100,400,600,700,1500,2100,1100,300,500,200
hh_with_children,all_quintiles,1986,94600,92400,66300,600,3100,4100,200,500,4100,7300,400,1900,400,1000,800,1700,2200,1100,300,500,300
hh_with_children,all_quintiles,1987,91600,89600,66800,700,3400,4100,200,700,4900,2900,300,2200,400,800,1000,1500,2000,1100,300,400,200
hh_with_children,all_quintiles,1988,94300,92200,67600,800,3500,4300,200,700,5700,2900,200,2200,400,800,900,2100,2100,1100,300,400,300
hh_with_children,all_quintiles,1989,96800,94700,68800,900,3600,4400,200,700,6000,2800,300,2500,500,900,1000,2200,2200,1100,300,400,300
hh_with_children,all_quintiles,1990,94900,92800,68500,900,3700,4500,200,600,5700,1900,200,2200,400,800,800,2300,2200,1000,400,400,300
hh_with_children,all_quintiles,1991,93700,91300,67600,900,3600,4500,100,600,5500,1800,300,2100,400,800,800,2300,2400,1100,400,600,400
hh_with_children,all_quintiles,1992,94900,92200,67800,1200,4000,4500,100,600,6000,1900,300,1500,500,700,900,2300,2700,1200,400,800,300
hh_with_children,all_quintiles,1993,96200,93500,68300,1200,4500,4500,100,700,5900,2300,300,1200,500,700,1100,2200,2700,1300,500,600,300
hh_with_children,all_quintiles,1994,98200,95800,69200,1300,4800,4700,100,800,6500,2100,300,1100,500,700,1100,2500,2400,1200,500,500,300
hh_with_children,all_quintiles,1995,104400,101900,72400,1600,5100,4900,100,900,7100,2700,300,1400,500,900,1400,2600,2600,1300,600,400,200
hh_with_children,all_quintiles,1996,105800,103200,72500,1900,4900,4900,100,900,7200,3500,300,1400,500,900,1300,3000,2600,1300,600,400,200
hh_with_children,all_quintiles,1997,111300,108700,75800,1900,4600,5100,100,1000,7500,4900,300,1400,500,1000,1500,3200,2600,1400,600,400,200
hh_with_children,all_quintiles,1998,118900,116500,80800,2100,4600,5400,100,900,8200,6100,300,1500,500,1000,1400,3500,2400,1300,600,300,200
hh_with_children,all_quintiles,1999,126900,124400,84800,2400,4500,5600,100,1000,9000,7900,300,1400,600,1200,1600,3900,2500,1300,600,400,200
hh_with_children,all_quintiles,2000,132300,129800,87500,2500,4700,5700,100,900,8800,9600,400,1600,600,1400,1700,4100,2500,1400,600,300,200
hh_with_children,all_quintiles,2001,124800,121900,86000,2500,4900,5700,100,600,8600,4700,400,1600,600,1100,1200,3700,3000,1600,700,500,200
hh_with_children,all_quintiles,2002,121600,118300,84600,2200,5400,5600,100,600,8800,3300,400,1200,600,900,1100,3700,3300,1500,700,800,200
hh_with_children,all_quintiles,2003,123200,120000,83500,2600,5900,5500,100,800,9200,4100,400,1100,600,1000,1500,3800,3200,1500,700,800,200
hh_with_children,all_quintiles,2004,130900,127700,86100,2800,6600,5700,100,1000,10200,6100,300,1100,600,1400,1900,3900,3200,1600,800,500,200
hh_with_children,all_quintiles,2005,136100,133100,86900,2900,6800,5700,100,1300,11300,8000,400,1400,600,1400,2500,3800,2900,1500,800,400,200
hh_with_children,all_quintiles,2006,142600,139600,88600,3000,6700,5700,100,1500,12100,9900,600,2100,600,1800,3000,3900,3000,1500,900,400,200
hh_with_children,all_quintiles,2007,149000,145800,92800,3100,6300,6000,100,1300,11800,11700,600,2500,700,2100,2600,4100,3200,1600,1000,400,100
hh_with_children,all_quintiles,2008,140000,136600,92200,3300,6300,6000,100,800,10600,6300,600,1900,700,1900,1600,4200,3500,1600,1100,600,100
hh_with_children,all_quintiles,2009,130700,125900,87900,3000,6300,5800,100,600,10200,3000,500,1300,600,1300,1200,4200,4800,1900,1200,1600,200
hh_with_children,all_quintiles,2010,136100,131200,88300,3000,6100,5700,100,800,11300,5400,500,1300,700,1700,2000,4300,4900,1900,1200,1600,100
hh_with_children,all_quintiles,2011,135000,130500,89200,3000,6100,5800,100,800,11300,4800,400,1000,700,1500,1700,4000,4500,1900,1200,1200,100
hh_with_children,all_quintiles,2012,140800,136500,89700,3100,6100,5800,100,1000,13400,7200,400,1000,700,2100,2000,4100,4300,2000,1300,900,100
hh_with_children,all_quintiles,2013,140800,136700,91600,3200,6100,6000,100,1000,12800,5900,400,900,800,1700,2200,3800,4100,2100,1100,700,100
hh_with_children,all_quintiles,2014,145500,141700,93300,3300,6000,6000,100,1200,13300,8100,400,900,800,2000,2500,3900,3800,2000,1200,400,100
hh_with_children,all_quintiles,2015,153500,149600,98300,3500,6200,6300,100,1100,14800,8500,400,900,800,2200,2500,4100,3900,2100,1200,300,200
hh_with_children,all_quintiles,2016,150600,146900,98500,3600,6300,6400,100,1100,14000,7000,300,800,700,1900,2200,4100,3700,2000,1200,300,100
hh_with_children,all_quintiles,2017,155500,151700,100300,3700,6400,6500,100,800,14800,9200,300,900,700,2100,1700,4100,3700,2100,1300,300,100
hh_with_children,all_quintiles,2018,153800,150100,101500,3800,6300,6600,100,800,13100,8700,300,900,700,2000,1400,3800,3700,2100,1200,300,100
hh_with_children,all_quintiles,2019,161700,157900,107500,4100,6600,7000,100,700,13600,8500,300,1100,800,2100,1400,4000,3800,2100,1300,300,200
hh_with_children,all_quintiles,2020,169000,163600,109500,4300,6400,7100,100,800,13700,11900,300,900,800,2100,1500,4100,5400,2200,1500,1600,100
hh_with_children,all_quintiles,2021,183800,179300,112100,4400,6300,7100,100,900,17200,20300,300,800,800,2600,1900,4800,4500,1900,1500,1000,100
hh_with_children,all_quintiles,2022,175600,171800,113600,4600,6100,7300,100,1100,16300,11200,200,900,900,2400,2200,4900,3800,1900,1500,300,100
hh_with_children,lowest_quintile,1979,19800,15500,11500,0,600,700,100,200,700,100,0,300,100,0,100,1100,4300,3200,500,300,300
hh_with_children,lowest_quintile,1980,18900,14400,10800,0,500,600,100,100,400,100,0,300,100,100,100,1100,4500,2800,500,800,300
hh_with_children,lowest_quintile,1981,18100,13800,10500,0,500,700,100,100,300,200,0,400,100,0,100,1000,4300,2800,600,600,300
hh_with_children,lowest_quintile,1982,17000,12400,9300,0,500,600,100,100,300,200,0,500,100,100,100,700,4600,2600,600,1200,300
hh_with_children,lowest_quintile,1983,15900,11500,8700,0,500,600,100,100,300,200,0,300,100,0,100,600,4400,2500,500,1100,300
hh_with_children,lowest_quintile,1984,17400,13800,10600,0,500,700,100,100,300,100,0,400,100,0,100,800,3700,2300,600,400,300
hh_with_children,lowest_quintile,1985,17000,12900,9800,0,500,700,100,100,400,100,0,300,100,0,100,800,4100,2600,600,500,400
hh_with_children,lowest_quintile,1986,16600,12600,9500,0,500,700,100,100,500,100,0,300,100,0,100,800,3900,2300,700,500,400
hh_with_children,lowest_quintile,1987,14200,10600,7300,0,500,500,100,100,800,100,0,300,100,0,100,800,3600,2200,600,400,400
hh_with_children,lowest_quintile,1988,15500,11200,7800,0,500,600,100,100,700,100,0,300,100,0,100,1000,4400,2600,800,400,700
hh_with_children,lowest_quintile,1989,16800,12600,8800,0,500,700,100,100,800,100,0,300,100,100,100,1000,4200,2400,800,300,700
hh_with_children,lowest_quintile,1990,17100,13300,9600,0,500,700,100,100,800,0,0,300,100,100,100,900,3800,2000,900,400,500
hh_with_children,lowest_quintile,1991,17500,13200,9700,0,400,700,100,100,700,100,0,300,100,100,100,800,4200,2200,800,700,600
hh_with_children,lowest_quintile,1992,17800,13000,9600,0,500,700,100,100,700,100,0,200,100,100,100,800,4900,2400,1000,1000,500
hh_with_children,lowest_quintile,1993,18200,13200,9500,0,500,700,100,100,1000,100,0,200,100,100,100,900,4900,2600,1100,700,500
hh_with_children,lowest_quintile,1994,17600,13000,9200,0,600,700,100,100,1000,0,0,200,100,100,100,900,4600,2700,1100,400,500
hh_with_children,lowest_quintile,1995,19700,15000,10800,100,600,800,100,100,1200,0,0,200,100,100,100,900,4700,2700,1200,500,300
hh_with_children,lowest_quintile,1996,20700,15800,11500,100,700,900,100,100,1300,100,0,200,100,100,100,800,4900,2700,1300,500,300
hh_with_children,lowest_quintile,1997,23400,17700,12900,100,800,1000,100,200,1500,100,0,200,100,100,100,800,5700,3400,1600,500,300
hh_with_children,lowest_quintile,1998,25000,20200,14700,100,800,1100,100,200,1800,100,0,200,100,100,100,900,4800,2900,1300,400,200
hh_with_children,lowest_quintile,1999,26300,21500,15400,100,900,1200,100,200,2300,100,0,200,100,100,100,900,4800,2800,1300,400,400
hh_with_children,lowest_quintile,2000,25500,20900,14800,100,1000,1100,100,200,2100,100,0,200,100,100,100,900,4700,2600,1400,400,400
hh_with_children,lowest_quintile,2001,24700,19400,14100,100,900,1100,100,100,2000,0,0,200,100,100,100,600,5300,2800,1600,600,300
hh_with_children,lowest_quintile,2002,25500,19600,14300,100,1000,1100,100,100,2100,0,0,100,100,100,100,700,5900,2800,1700,1000,400
hh_with_children,lowest_quintile,2003,24100,18600,13400,0,1000,1000,100,100,2000,0,0,100,100,100,100,700,5500,2500,1700,1000,400
hh_with_children,lowest_quintile,2004,24800,19300,14300,100,1000,1000,100,200,2100,0,0,100,100,100,100,300,5500,2700,1800,700,400
hh_with_children,lowest_quintile,2005,25200,19900,14300,100,900,1000,100,200,2300,0,0,100,100,100,100,600,5300,2600,1900,500,300
hh_with_children,lowest_quintile,2006,25900,20800,14800,100,1000,1100,100,200,2500,100,0,100,0,100,100,600,5200,2500,1900,500,300
hh_with_children,lowest_quintile,2007,28500,23200,16500,100,800,1200,100,200,2700,100,0,100,100,100,100,1100,5300,2500,2100,500,200
hh_with_children,lowest_quintile,2008,27900,21900,15700,100,700,1200,100,100,2600,0,0,200,100,100,100,1100,6000,2600,2300,800,200
hh_with_children,lowest_quintile,2009,26700,18700,12900,100,700,1000,100,100,2700,0,0,100,0,100,0,900,8100,3000,2500,2200,300
hh_with_children,lowest_quintile,2010,26700,18600,12500,0,600,900,100,100,3000,0,0,100,100,100,0,1100,8100,2900,2500,2600,200
hh_with_children,lowest_quintile,2011,27000,19500,13400,100,600,1000,100,100,3200,0,0,100,100,100,0,900,7600,3000,2500,1800,200
hh_with_children,lowest_quintile,2012,25900,18300,12100,100,500,900,0,100,3300,0,0,0,100,100,0,1100,7600,3300,2900,1200,200
hh_with_children,lowest_quintile,2013,26600,19600,13000,100,600,1000,0,100,3300,0,0,0,100,0,0,1200,7000,3600,2300,800,200
hh_with_children,lowest_quintile,2014,26300,19900,13400,100,600,1000,0,200,3400,0,0,0,100,0,100,1000,6400,3200,2400,500,300
hh_with_children,lowest_quintile,2015,27600,21500,14500,100,600,1100,0,200,3700,0,0,100,100,100,100,1000,6100,3100,2300,400,300
hh_with_children,lowest_quintile,2016,27600,21400,14600,100,600,1100,0,100,3800,0,0,0,100,100,0,900,6200,3200,2400,300,200
hh_with_children,lowest_quintile,2017,27300,21500,14500,100,700,1100,0,100,3800,100,0,0,100,100,0,900,5800,3000,2400,300,100
hh_with_children,lowest_quintile,2018,29200,22900,15900,100,700,1200,0,100,3800,100,0,100,100,100,0,700,6200,3300,2600,300,100
hh_with_children,lowest_quintile,2019,31100,25100,17200,100,1100,1300,0,100,4000,100,0,100,100,100,0,900,6000,3300,2300,300,200
hh_with_children,lowest_quintile,2020,27600,19400,13000,100,1100,1000,0,100,3000,100,0,0,100,100,0,800,8100,3300,2700,2100,200
hh_with_children,lowest_quintile,2021,26900,19600,13400,100,1000,1000,0,100,2700,100,0,0,100,100,0,900,7300,2900,2700,1600,100
hh_with_children,lowest_quintile,2022,29900,23600,15600,200,800,1200,0,200,4300,100,0,0,100,100,100,1000,6300,3000,2700,400,200
hh_with_children,second_quintile,1979,51100,48900,38500,0,2200,2200,200,500,2000,300,0,600,100,100,300,1900,2200,1300,200,500,200
hh_with_children,second_quintile,1980,48800,45900,36300,0,1900,2100,100,400,1800,300,0,800,100,100,200,1800,2800,1400,200,1000,200
hh_with_children,second_quintile,1981,48000,45400,35700,0,1800,2300,100,300,1700,300,0,800,200,100,200,1900,2600,1400,200,800,200
hh_with_children,second_quintile,1982,46900,43600,34300,0,2000,2200,100,200,1400,300,0,900,200,200,100,1700,3200,1400,300,1300,200
hh_with_children,second_quintile,1983,45400,42400,33100,0,2000,2100,200,200,1600,300,0,900,200,100,200,1400,3000,1300,200,1300,300
hh_with_children,second_quintile,1984,48600,46200,36100,100,2100,2400,200,300,1700,200,0,900,100,100,200,1800,2400,1200,300,800,200
hh_with_children,second_quintile,1985,48600,46100,35600,100,2100,2400,200,300,2000,300,0,900,200,200,200,1700,2500,1200,300,700,300
hh_with_children,second_quintile,1986,49100,46300,35300,200,2200,2500,200,300,2200,300,0,800,200,100,100,2100,2800,1300,300,800,300
hh_with_children,second_quintile,1987,47800,45500,34400,200,2400,2400,200,300,2400,200,0,800,100,200,200,1700,2200,1100,300,600,300
hh_with_children,second_quintile,1988,48000,45800,33900,200,2300,2500,100,300,2700,100,0,800,200,200,200,2300,2200,1000,300,500,300
hh_with_children,second_quintile,1989,48900,46400,34100,200,2400,2500,100,300,2800,200,0,800,200,100,200,2300,2500,1300,300,500,300
hh_with_children,second_quintile,1990,50100,47500,35800,200,2400,2700,100,300,2500,100,0,700,200,100,200,2200,2600,1200,400,500,400
hh_with_children,second_quintile,1991,48600,45600,34300,200,2300,2600,100,300,2300,200,0,600,200,100,200,2300,3000,1200,400,900,500
hh_with_children,second_quintile,1992,47400,44000,32900,200,2400,2500,100,300,2200,200,0,500,200,100,200,2200,3400,1400,500,1100,400
hh_with_children,second_quintile,1993,47200,43900,32700,200,2500,2400,100,300,2200,200,0,400,200,100,200,2400,3300,1500,500,900,400
hh_with_children,second_quintile,1994,47800,44900,33200,300,2800,2500,100,400,2200,100,0,300,200,200,200,2400,2800,1400,500,600,400
hh_with_children,second_quintile,1995,50400,47600,35100,400,3100,2600,100,400,2300,200,0,400,200,200,200,2300,2800,1500,500,500,300
hh_with_children,second_quintile,1996,50700,47800,34900,400,3100,2600,100,400,2300,200,0,400,200,200,200,2700,2800,1400,700,500,200
hh_with_children,second_quintile,1997,52200,49400,36600,500,2800,2800,100,500,2500,300,0,300,100,100,200,2600,2800,1500,600,400,200
hh_with_children,second_quintile,1998,54700,52000,38600,500,2900,2900,100,400,2500,300,0,400,200,100,200,2900,2700,1400,600,400,300
hh_with_children,second_quintile,1999,57400,54600,40000,600,3000,3000,100,500,3000,400,0,400,200,200,200,3000,2800,1500,700,400,200
hh_with_children,second_quintile,2000,56800,54000,39500,600,3100,3000,100,400,2900,400,0,300,200,200,200,2900,2900,1500,700,400,300
hh_with_children,second_quintile,2001,56500,53300,39800,700,3200,3000,100,300,2400,100,0,300,200,100,100,2900,3200,1700,700,600,200
hh_with_children,second_quintile,2002,54900,51300,38100,300,3200,2900,100,300,2700,0,0,300,200,100,100,3000,3700,1800,800,900,200
hh_with_children,second_quintile,2003,54300,50600,37600,400,3400,2800,100,400,2600,0,0,200,200,100,100,2700,3700,1700,800,900,300
hh_with_children,second_quintile,2004,56200,52600,38300,400,3900,2900,100,500,2700,100,0,200,200,100,100,3100,3600,1800,1000,600,200
hh_with_children,second_quintile,2005,57100,53900,39300,400,4100,2900,100,600,2700,200,0,200,100,100,200,3000,3200,1600,900,500,200
hh_with_children,second_quintile,2006,57800,54500,39900,400,4100,3000,100,700,2700,200,0,300,100,100,200,2800,3300,1600,1000,500,200
hh_with_children,second_quintile,2007,61500,58100,43100,500,4000,3200,100,600,2600,300,0,300,200,100,200,3000,3400,1700,1000,500,200
hh_with_children,second_quintile,2008,58900,54900,41000,500,3600,3100,100,300,2300,100,0,300,200,200,100,3200,4000,1900,1300,700,100
hh_with_children,second_quintile,2009,55800,50300,37100,400,3300,2800,100,200,2600,0,0,200,200,100,100,3200,5600,2200,1300,1900,200
hh_with_children,second_quintile,2010,55100,49600,36400,400,3000,2700,100,300,2800,0,0,200,200,100,100,3200,5600,2200,1400,1900,100
hh_with_children,second_quintile,2011,54800,49800,36700,400,2800,2700,100,300,2800,100,0,100,200,100,100,3300,5000,2100,1300,1400,200
hh_with_children,second_quintile,2012,54100,49300,36000,400,3100,2700,100,400,3100,0,0,100,100,100,100,3000,4800,2200,1400,1100,100
hh_with_children,second_quintile,2013,55500,51200,37300,400,3200,2800,100,400,3100,100,0,100,200,100,100,3300,4300,2200,1100,800,100
hh_with_children,second_quintile,2014,55800,51700,38000,500,3100,2900,100,500,3100,200,0,100,200,100,100,2900,4100,2300,1300,500,100
hh_with_children,second_quintile,2015,58500,54200,39800,500,3300,3000,100,500,3100,200,0,100,200,100,100,3300,4300,2300,1400,400,200
hh_with_children,second_quintile,2016,58700,54800,40700,500,3500,3100,100,400,3100,100,0,100,200,100,100,2900,3900,2100,1200,400,100
hh_with_children,second_quintile,2017,60000,55800,40900,500,3700,3100,100,300,3300,100,0,100,100,100,100,3300,4300,2400,1400,300,100
hh_with_children,second_quintile,2018,61600,57600,42600,600,3800,3200,100,300,3200,200,0,100,100,200,100,3100,4000,2200,1300,300,200
hh_with_children,second_quintile,2019,65600,61300,45800,700,4200,3500,100,300,3100,200,0,100,200,200,100,3000,4300,2400,1500,300,200
hh_with_children,second_quintile,2020,63000,56500,42000,700,3600,3200,100,300,2800,300,0,100,100,100,100,3100,6500,2500,1900,1900,200
hh_with_children,second_quintile,2021,63200,58200,43200,700,3700,3300,100,400,3300,400,0,100,200,100,100,2800,4900,2100,1600,1100,100
hh_with_children,second_quintile,2022,65200,60900,45800,800,3800,3500,100,500,3100,200,0,100,200,200,100,2700,4300,2100,1700,400,100
hh_with_children,middle_quintile,1979,78600,77200,62900,0,3300,3500,200,800,2300,400,0,900,200,200,400,2100,1400,700,100,400,200
hh_with_children,middle_quintile,1980,75800,74100,60700,0,2800,3400,200,700,2400,400,0,1000,200,200,300,1800,1700,700,100,700,100
hh_with_children,middle_quintile,1981,75400,73800,60300,0,2900,3700,200,500,2100,300,0,1300,200,200,300,2000,1600,700,100,600,100
hh_with_children,middle_quintile,1982,74100,72000,58600,0,3200,3700,200,300,1700,300,0,1500,200,300,200,1900,2200,900,200,900,200
hh_with_children,middle_quintile,1983,73100,71000,57400,0,3300,3600,200,400,1900,400,0,1200,200,200,200,2000,2000,800,200,800,200
hh_with_children,middle_quintile,1984,77300,75600,60400,300,3300,3900,200,500,2500,400,0,1300,200,200,200,2000,1700,800,200,600,100
hh_with_children,middle_quintile,1985,78000,76300,61000,400,3400,4100,200,500,2100,400,0,1300,300,300,200,2200,1700,800,200,500,200
hh_with_children,middle_quintile,1986,79500,77700,61800,500,3400,4200,200,500,2700,500,0,1100,100,200,200,2100,1800,800,200,600,300
hh_with_children,middle_quintile,1987,79200,77600,61200,500,3800,4200,200,600,2700,400,0,1100,200,300,300,2100,1600,700,200,500,200
hh_with_children,middle_quintile,1988,80800,79200,61800,600,4000,4500,200,600,2700,400,0,1200,200,300,300,2500,1600,700,200,400,200
hh_with_children,middle_quintile,1989,81900,80200,62500,700,4000,4500,200,600,2900,300,0,1100,200,300,300,2500,1600,800,200,400,200
hh_with_children,middle_quintile,1990,82100,80300,62500,700,4100,4600,200,600,2700,200,0,1200,200,300,300,2800,1800,700,300,500,300
hh_with_children,middle_quintile,1991,80100,78100,60700,700,4000,4500,200,500,2400,300,0,1100,200,200,300,3000,2000,800,300,700,300
hh_with_children,middle_quintile,1992,79700,77500,59200,800,4500,4400,200,500,2800,300,0,800,300,200,300,3100,2200,900,300,800,200
hh_with_children,middle_quintile,1993,79900,77600,59600,900,4900,4500,200,600,2300,300,0,600,200,200,300,3000,2300,900,300,700,300
hh_with_children,middle_quintile,1994,81100,79100,59800,1000,5200,4500,200,700,2800,300,0,500,300,200,300,3200,2000,900,300,600,200
hh_with_children,middle_quintile,1995,84000,81800,61600,1200,5400,4600,200,800,2700,300,0,600,200,300,400,3500,2100,1000,400,500,200
hh_with_children,middle_quintile,1996,84900,82800,62300,1400,5400,4700,100,800,2600,400,0,600,200,300,300,3400,2100,1000,400,500,200
hh_with_children,middle_quintile,1997,86800,84800,64000,1400,4900,4800,100,800,2700,500,0,600,300,300,400,3700,2000,1000,400,400,200
hh_with_children,middle_quintile,1998,90700,88700,67300,1600,5000,5100,200,800,2800,600,0,600,200,300,300,3700,2000,1000,400,400,200
hh_with_children,middle_quintile,1999,94200,92100,69700,1800,4900,5300,200,800,3100,800,0,600,300,300,300,4200,2100,1100,400,400,200
hh_with_children,middle_quintile,2000,94300,92200,69600,1900,5000,5300,100,800,2800,800,0,600,300,400,300,4200,2100,1100,400,400,200
hh_with_children,middle_quintile,2001,94100,91600,69500,2000,5300,5300,100,500,2900,200,0,600,300,300,200,4300,2500,1300,500,500,200
hh_with_children,middle_quintile,2002,91300,88500,67500,1200,5700,5000,100,500,2900,100,0,500,300,200,200,4200,2800,1200,500,800,200
hh_with_children,middle_quintile,2003,90800,88000,66200,1300,6200,4900,100,600,2900,100,0,400,300,200,200,4500,2900,1300,500,800,200
hh_with_children,middle_quintile,2004,94300,91400,67600,1300,7100,5100,100,800,3200,300,0,300,300,300,300,4800,2800,1400,600,600,200
hh_with_children,middle_quintile,2005,95800,93200,68800,1300,7300,5100,100,1100,3300,400,0,400,300,300,300,4400,2600,1400,600,500,100
hh_with_children,middle_quintile,2006,97300,94500,69400,1400,7400,5200,100,1200,3500,500,0,500,300,300,400,4500,2700,1400,700,500,200
hh_with_children,middle_quintile,2007,101000,98100,72500,1500,6900,5400,100,1000,3500,600,0,600,300,300,300,4800,2900,1500,800,500,100
hh_with_children,middle_quintile,2008,97200,94000,70500,1500,6800,5300,100,600,3100,200,100,500,300,300,200,4500,3200,1500,900,700,100
hh_with_children,middle_quintile,2009,93800,89400,66800,1200,6600,5000,100,500,3000,0,100,400,300,300,200,5000,4500,1800,900,1600,100
hh_with_children,middle_quintile,2010,93300,88400,65800,1200,6400,4900,100,600,3100,100,0,300,300,200,200,5000,4800,1900,1000,1700,200
hh_with_children,middle_quintile,2011,92500,88300,65900,1200,6500,4900,100,600,3300,200,0,200,300,300,200,4700,4200,1900,900,1300,100
hh_with_children,middle_quintile,2012,92400,88500,65600,1200,6400,4900,100,700,3400,100,0,200,300,200,200,5000,4000,1900,1000,1000,100
hh_with_children,middle_quintile,2013,94500,90700,67200,1300,6700,5000,100,800,3300,300,0,200,300,200,200,5000,3800,2100,900,700,100
